Team A0 1,Team B0 7
Team A6100 0,Team B6100 3
Team A6101 9,Team B6101 0
Team A6102 6,Team B6102 2
Team A6103 1,Team B6103 5
Team A6104 9,Team B6104 7
Team A6105 6,Team B6105 9
Team A6106 8,Team B6106 1
Team A6107 8,Team B6107 6
Team A6108 3,Team B6108 1
Team A6109 6,Team B6109 7
Team A6110 1,Team B6110 7
Team A6111 7,Team B6111 9
Team A6112 1,Team B6112 5
Team A6113 9,Team B6113 6
Team A6114 5,Team B6114 6
Team A6115 0,Team B6115 9
Team A6116 7,Team B6116 7
Team A6117 1,Team B6117 1
Team A6118 0,Team B6118 5
Team A6119 8,Team B6119 9
Team A6120 5,Team B6120 0
Team A6121 6,Team B6121 7
Team A6122 7,Team B6122 9
Team A6123 9,Team B6123 7
Team A6124 4,Team B6124 1
Team A6125 2,Team B6125 5
Team A6126 9,Team B6126 8
Team A6127 0,Team B6127 8
Team A6128 8,Team B6128 0
Team A6129 6,Team B6129 0
Team A6130 6,Team B6130 0
Team A6131 0,Team B6131 2
Team A6132 1,Team B6132 0
Team A6133 0,Team B6133 8
Team A6134 6,Team B6134 9
Team A6135 6,Team B6135 6
Team A6136 3,Team B6136 2
Team A6137 5,Team B6137 4
Team A6138 5,Team B6138 6
Team A6139 3,Team B6139 2
Team A6140 7,Team B6140 3
Team A6141 7,Team B6141 0
Team A6142 2,Team B6142 7
Team A6143 2,Team B6143 8
Team A6144 8,Team B6144 9
Team A6145 1,Team B6145 3
Team A6146 2,Team B6146 5
Team A6147 0,Team B6147 4
Team A6148 3,Team B6148 5
Team A6149 7,Team B6149 2
Team A6150 7,Team B6150 0
Team A6151 7,Team B6151 3
Team A6152 5,Team B6152 6
Team A6153 2,Team B6153 3
Team A6154 0,Team B6154 8
Team A6155 6,Team B6155 2
Team A6156 6,Team B6156 4
Team A6157 3,Team B6157 0
Team A6158 1,Team B6158 5
Team A6159 2,Team B6159 9
Team A6160 2,Team B6160 6
Team A6161 5,Team B6161 3
Team A6162 8,Team B6162 3
Team A6163 0,Team B6163 9
Team A6164 8,Team B6164 4
Team A6165 6,Team B6165 7
Team A6166 6,Team B6166 2
Team A6167 4,Team B6167 5
Team A6168 7,Team B6168 9
Team A6169 3,Team B6169 0
Team A6170 5,Team B6170 4
Team A6171 8,Team B6171 5
Team A6172 9,Team B6172 6
Team A6173 2,Team B6173 8
Team A6174 6,Team B6174 5
Team A6175 5,Team B6175 4
Team A6176 7,Team B6176 6
Team A6177 1,Team B6177 5
Team A6178 6,Team B6178 6
Team A6179 3,Team B6179 2
Team A6180 4,Team B6180 0
Team A6181 6,Team B6181 4
Team A6182 8,Team B6182 0
Team A6183 0,Team B6183 1
Team A6184 0,Team B6184 7
Team A6185 6,Team B6185 1
Team A6186 0,Team B6186 2
Team A6187 7,Team B6187 9
Team A6188 2,Team B6188 0
Team A6189 8,Team B6189 5
Team A6190 1,Team B6190 3
Team A6191 1,Team B6191 7
Team A6192 9,Team B6192 8
Team A6193 4,Team B6193 6
Team A6194 3,Team B6194 3
Team A6195 3,Team B6195 2
Team A6196 2,Team B6196 7
Team A6197 5,Team B6197 5
Team A6198 8,Team B6198 5
Team A6199 3,Team B6199 9
Team A6200 6,Team B6200 1
Team A6201 3,Team B6201 1
Team A6202 0,Team B6202 9
Team A6203 3,Team B6203 4
Team A6204 8,Team B6204 9
Team A6205 9,Team B6205 2
Team A6206 4,Team B6206 7
Team A6207 4,Team B6207 3
Team A6208 9,Team B6208 5
Team A6209 4,Team B6209 0
Team A6210 8,Team B6210 7
Team A6211 6,Team B6211 9
Team A6212 6,Team B6212 3
Team A6213 8,Team B6213 9
Team A6214 1,Team B6214 7
Team A6215 8,Team B6215 9
Team A6216 2,Team B6216 3
Team A6217 3,Team B6217 7
Team A6218 6,Team B6218 3
Team A6219 4,Team B6219 7
Team A6220 9,Team B6220 6
Team A6221 4,Team B6221 4
Team A6222 4,Team B6222 1
Team A6223 9,Team B6223 6
Team A6224 2,Team B6224 9
Team A6225 9,Team B6225 9
Team A6226 5,Team B6226 5
Team A6227 1,Team B6227 7
Team A6228 7,Team B6228 1
Team A6229 2,Team B6229 1
Team A6230 6,Team B6230 6
Team A6231 2,Team B6231 4
Team A6232 4,Team B6232 9
Team A6233 0,Team B6233 7
Team A6234 2,Team B6234 2
Team A6235 1,Team B6235 0
Team A6236 0,Team B6236 9
Team A6237 5,Team B6237 4
Team A6238 3,Team B6238 0
Team A6239 6,Team B6239 6
Team A6240 6,Team B6240 9
Team A6241 2,Team B6241 0
Team A6242 1,Team B6242 3
Team A6243 6,Team B6243 6
Team A6244 9,Team B6244 4
Team A6245 6,Team B6245 5
Team A6246 9,Team B6246 7
Team A6247 1,Team B6247 6
Team A6248 8,Team B6248 9
Team A6249 2,Team B6249 8
Team A6250 2,Team B6250 0
Team A6251 5,Team B6251 1
Team A6252 0,Team B6252 2
Team A6253 5,Team B6253 0
Team A6254 2,Team B6254 6
Team A6255 2,Team B6255 8
Team A6256 7,Team B6256 6
Team A6257 8,Team B6257 9
Team A6258 9,Team B6258 0
Team A6259 7,Team B6259 2
Team A6260 8,Team B6260 1
Team A6261 5,Team B6261 8
Team A6262 6,Team B6262 7
Team A6263 1,Team B6263 0
Team A6264 8,Team B6264 9
Team A6265 6,Team B6265 9
Team A6266 1,Team B6266 4
Team A6267 6,Team B6267 6
Team A6268 3,Team B6268 8
Team A6269 1,Team B6269 2
Team A6270 9,Team B6270 9
Team A6271 3,Team B6271 5
Team A6272 9,Team B6272 5
Team A6273 0,Team B6273 6
Team A6274 6,Team B6274 5
Team A6275 8,Team B6275 9
Team A6276 9,Team B6276 6
Team A6277 3,Team B6277 0
Team A6278 0,Team B6278 3
Team A6279 8,Team B6279 6
Team A6280 4,Team B6280 0
Team A6281 2,Team B6281 9
Team A6282 5,Team B6282 1
Team A6283 3,Team B6283 6
Team A6284 4,Team B6284 5
Team A6285 3,Team B6285 0
Team A6286 4,Team B6286 8
Team A6287 8,Team B6287 4
Team A6288 4,Team B6288 1
Team A6289 7,Team B6289 4
Team A6290 9,Team B6290 4
Team A6291 0,Team B6291 1
Team A6292 4,Team B6292 0
Team A6293 9,Team B6293 5
Team A6294 3,Team B6294 8
Team A6295 4,Team B6295 5
Team A6296 3,Team B6296 5
Team A6297 3,Team B6297 9
Team A6298 8,Team B6298 0
Team A6299 0,Team B6299 7
Team A6300 6,Team B6300 4
Team A6301 3,Team B6301 1
Team A6302 2,Team B6302 6
Team A6303 8,Team B6303 6
Team A6304 3,Team B6304 5
Team A6305 3,Team B6305 0
Team A6306 3,Team B6306 5
Team A6307 0,Team B6307 7
Team A6308 1,Team B6308 6
Team A6309 4,Team B6309 1
Team A6310 0,Team B6310 0
Team A6311 3,Team B6311 0
Team A6312 2,Team B6312 1
Team A6313 5,Team B6313 6
Team A6314 3,Team B6314 5
Team A6315 3,Team B6315 0
Team A6316 8,Team B6316 9
Team A6317 9,Team B6317 5
Team A6318 0,Team B6318 4
Team A6319 4,Team B6319 3
Team A6320 1,Team B6320 3
Team A6321 7,Team B6321 6
Team A6322 4,Team B6322 4
Team A6323 8,Team B6323 5
Team A6324 7,Team B6324 0
Team A6325 5,Team B6325 1
Team A6326 4,Team B6326 5
Team A6327 4,Team B6327 9
Team A6328 7,Team B6328 7
Team A6329 0,Team B6329 2
Team A6330 5,Team B6330 4
Team A6331 8,Team B6331 7
Team A6332 9,Team B6332 8
Team A6333 1,Team B6333 5
Team A6334 8,Team B6334 5
Team A6335 8,Team B6335 6
Team A6336 7,Team B6336 8
Team A6337 5,Team B6337 4
Team A6338 0,Team B6338 0
Team A6339 2,Team B6339 4
Team A6340 0,Team B6340 0
Team A6341 6,Team B6341 6
Team A6342 0,Team B6342 5
Team A6343 8,Team B6343 9
Team A6344 0,Team B6344 1
Team A6345 8,Team B6345 8
Team A6346 7,Team B6346 5
Team A6347 7,Team B6347 9
Team A6348 7,Team B6348 4
Team A6349 3,Team B6349 2
Team A6350 0,Team B6350 5
Team A6351 7,Team B6351 6
Team A6352 4,Team B6352 0
Team A6353 3,Team B6353 1
Team A6354 5,Team B6354 3
Team A6355 3,Team B6355 9
Team A6356 5,Team B6356 9
Team A6357 8,Team B6357 3
Team A6358 8,Team B6358 4
Team A6359 1,Team B6359 2
Team A6360 5,Team B6360 6
Team A6361 4,Team B6361 7
Team A6362 8,Team B6362 3
Team A6363 4,Team B6363 6
Team A6364 8,Team B6364 8
Team A6365 1,Team B6365 8
Team A6366 5,Team B6366 1
Team A6367 8,Team B6367 6
Team A6368 8,Team B6368 0
Team A6369 6,Team B6369 6
Team A6370 0,Team B6370 6
Team A6371 2,Team B6371 6
Team A6372 9,Team B6372 3
Team A6373 0,Team B6373 0
Team A6374 2,Team B6374 7
Team A6375 1,Team B6375 9
Team A6376 1,Team B6376 4
Team A6377 8,Team B6377 1
Team A6378 0,Team B6378 4
Team A6379 2,Team B6379 2
Team A6380 8,Team B6380 8
Team A6381 3,Team B6381 8
Team A6382 4,Team B6382 4
Team A6383 1,Team B6383 8
Team A6384 2,Team B6384 8
Team A6385 0,Team B6385 5
Team A6386 5,Team B6386 7
Team A6387 3,Team B6387 4
Team A6388 1,Team B6388 4
Team A6389 3,Team B6389 7
Team A6390 4,Team B6390 1
Team A6391 3,Team B6391 4
Team A6392 4,Team B6392 8
Team A6393 3,Team B6393 1
Team A6394 5,Team B6394 4
Team A6395 6,Team B6395 4
Team A6396 8,Team B6396 0
Team A6397 6,Team B6397 6
Team A6398 5,Team B6398 9
Team A6399 9,Team B6399 5
Team A6400 5,Team B6400 0
Team A6401 3,Team B6401 0
Team A6402 2,Team B6402 4
Team A6403 9,Team B6403 8
Team A6404 0,Team B6404 3
Team A6405 9,Team B6405 7
Team A6406 5,Team B6406 3
Team A6407 4,Team B6407 2
Team A6408 4,Team B6408 7
Team A6409 4,Team B6409 0
Team A6410 8,Team B6410 7
Team A6411 4,Team B6411 1
Team A6412 2,Team B6412 7
Team A6413 6,Team B6413 4
Team A6414 9,Team B6414 8
Team A6415 3,Team B6415 2
Team A6416 1,Team B6416 6
Team A6417 7,Team B6417 7
Team A6418 7,Team B6418 5
Team A6419 2,Team B6419 2
Team A6420 4,Team B6420 5
Team A6421 8,Team B6421 6
Team A6422 8,Team B6422 4
Team A6423 0,Team B6423 4
Team A6424 4,Team B6424 1
Team A6425 1,Team B6425 6
Team A6426 4,Team B6426 0
Team A6427 4,Team B6427 5
Team A6428 2,Team B6428 7
Team A6429 7,Team B6429 8
Team A6430 5,Team B6430 6
Team A6431 7,Team B6431 2
Team A6432 5,Team B6432 0
Team A6433 5,Team B6433 1
Team A6434 2,Team B6434 8
Team A6435 5,Team B6435 3
Team A6436 9,Team B6436 9
Team A6437 4,Team B6437 2
Team A6438 0,Team B6438 0
Team A6439 3,Team B6439 1
Team A6440 9,Team B6440 0
Team A6441 9,Team B6441 9
Team A6442 7,Team B6442 9
Team A6443 8,Team B6443 9
Team A6444 3,Team B6444 9
Team A6445 8,Team B6445 7
Team A6446 8,Team B6446 3
Team A6447 9,Team B6447 1
Team A6448 1,Team B6448 5
Team A6449 5,Team B6449 7
Team A6450 3,Team B6450 5
Team A6451 2,Team B6451 8
Team A6452 6,Team B6452 7
Team A6453 4,Team B6453 9
Team A6454 5,Team B6454 7
Team A6455 8,Team B6455 9
Team A6456 2,Team B6456 3
Team A6457 6,Team B6457 8
Team A6458 4,Team B6458 0
Team A6459 6,Team B6459 4
Team A6460 2,Team B6460 3
Team A6461 1,Team B6461 6
Team A6462 7,Team B6462 7
Team A6463 4,Team B6463 6
Team A6464 7,Team B6464 2
Team A6465 0,Team B6465 1
Team A6466 6,Team B6466 5
Team A6467 3,Team B6467 6
Team A6468 4,Team B6468 6
Team A6469 5,Team B6469 8
Team A6470 7,Team B6470 5
Team A6471 0,Team B6471 5
Team A6472 5,Team B6472 0
Team A6473 1,Team B6473 1
Team A6474 1,Team B6474 8
Team A6475 7,Team B6475 2
Team A6476 3,Team B6476 5
Team A6477 8,Team B6477 5
Team A6478 3,Team B6478 7
Team A6479 9,Team B6479 8
Team A6480 7,Team B6480 4
Team A6481 8,Team B6481 7
Team A6482 6,Team B6482 3
Team A6483 9,Team B6483 1
Team A6484 2,Team B6484 3
Team A6485 8,Team B6485 1
Team A6486 3,Team B6486 2
Team A6487 7,Team B6487 8
Team A6488 6,Team B6488 3
Team A6489 1,Team B6489 5
Team A6490 6,Team B6490 4
Team A6491 2,Team B6491 5
Team A6492 9,Team B6492 5
Team A6493 5,Team B6493 0
Team A6494 9,Team B6494 9
Team A6495 2,Team B6495 2
Team A6496 0,Team B6496 0
Team A6497 2,Team B6497 7
Team A6498 0,Team B6498 2
Team A6499 7,Team B6499 6
Team A6500 5,Team B6500 5
Team A6501 6,Team B6501 2
Team A6502 3,Team B6502 1
Team A6503 1,Team B6503 6
Team A6504 7,Team B6504 3
Team A6505 3,Team B6505 6
Team A6506 6,Team B6506 3
Team A6507 2,Team B6507 0
Team A6508 5,Team B6508 9
Team A6509 8,Team B6509 7
Team A6510 7,Team B6510 6
Team A6511 2,Team B6511 0
Team A6512 6,Team B6512 6
Team A6513 7,Team B6513 6
Team A6514 9,Team B6514 8
Team A6515 6,Team B6515 9
Team A6516 6,Team B6516 8
Team A6517 7,Team B6517 7
Team A6518 8,Team B6518 5
Team A6519 4,Team B6519 6
Team A6520 4,Team B6520 5
Team A6521 8,Team B6521 8
Team A6522 1,Team B6522 9
Team A6523 7,Team B6523 4
Team A6524 3,Team B6524 6
Team A6525 0,Team B6525 8
Team A6526 1,Team B6526 6
Team A6527 8,Team B6527 7
Team A6528 5,Team B6528 6
Team A6529 9,Team B6529 8
Team A6530 7,Team B6530 7
Team A6531 4,Team B6531 3
Team A6532 7,Team B6532 0
Team A6533 1,Team B6533 3
Team A6534 4,Team B6534 8
Team A6535 4,Team B6535 5
Team A6536 6,Team B6536 8
Team A6537 9,Team B6537 5
Team A6538 3,Team B6538 5
Team A6539 4,Team B6539 2
Team A6540 7,Team B6540 6
Team A6541 9,Team B6541 5
Team A6542 0,Team B6542 1
Team A6543 1,Team B6543 3
Team A6544 4,Team B6544 6
Team A6545 9,Team B6545 8
Team A6546 4,Team B6546 6
Team A6547 5,Team B6547 4
Team A6548 6,Team B6548 9
Team A6549 3,Team B6549 7
Team A6550 4,Team B6550 0
Team A6551 5,Team B6551 1
Team A6552 1,Team B6552 4
Team A6553 4,Team B6553 1
Team A6554 9,Team B6554 2
Team A6555 8,Team B6555 3
Team A6556 4,Team B6556 1
Team A6557 5,Team B6557 3
Team A6558 5,Team B6558 1
Team A6559 2,Team B6559 8
Team A6560 3,Team B6560 5
Team A6561 2,Team B6561 2
Team A6562 6,Team B6562 1
Team A6563 2,Team B6563 2
Team A6564 9,Team B6564 7
Team A6565 6,Team B6565 4
Team A6566 7,Team B6566 9
Team A6567 7,Team B6567 8
Team A6568 4,Team B6568 4
Team A6569 1,Team B6569 9
Team A6570 8,Team B6570 8
Team A6571 5,Team B6571 8
Team A6572 4,Team B6572 1
Team A6573 2,Team B6573 4
Team A6574 1,Team B6574 4
Team A6575 6,Team B6575 4
Team A6576 8,Team B6576 9
Team A6577 9,Team B6577 8
Team A6578 7,Team B6578 5
Team A6579 0,Team B6579 9
Team A6580 8,Team B6580 7
Team A6581 1,Team B6581 9
Team A6582 0,Team B6582 9
Team A6583 1,Team B6583 6
Team A6584 4,Team B6584 4
Team A6585 5,Team B6585 2
Team A6586 0,Team B6586 8
Team A6587 2,Team B6587 6
Team A6588 3,Team B6588 1
Team A6589 8,Team B6589 8
Team A6590 0,Team B6590 3
Team A6591 4,Team B6591 3
Team A6592 2,Team B6592 1
Team A6593 8,Team B6593 8
Team A6594 4,Team B6594 5
Team A6595 1,Team B6595 3
Team A6596 7,Team B6596 1
Team A6597 1,Team B6597 6
Team A6598 5,Team B6598 3
Team A6599 2,Team B6599 8
Team A6600 3,Team B6600 3
Team A6601 4,Team B6601 8
Team A6602 1,Team B6602 8
Team A6603 4,Team B6603 2
Team A6604 3,Team B6604 0
Team A6605 7,Team B6605 0
Team A6606 7,Team B6606 5
Team A6607 1,Team B6607 6
Team A6608 1,Team B6608 1
Team A6609 1,Team B6609 7
Team A6610 8,Team B6610 1
Team A6611 8,Team B6611 9
Team A6612 0,Team B6612 7
Team A6613 6,Team B6613 1
Team A6614 6,Team B6614 7
Team A6615 9,Team B6615 2
Team A6616 9,Team B6616 4
Team A6617 0,Team B6617 3
Team A6618 3,Team B6618 2
Team A6619 5,Team B6619 0
Team A6620 3,Team B6620 2
Team A6621 0,Team B6621 0
Team A6622 6,Team B6622 9
Team A6623 8,Team B6623 8
Team A6624 1,Team B6624 5
Team A6625 0,Team B6625 6
Team A6626 9,Team B6626 4
Team A6627 0,Team B6627 2
Team A6628 6,Team B6628 6
Team A6629 7,Team B6629 9
Team A6630 5,Team B6630 3
Team A6631 0,Team B6631 9
Team A6632 9,Team B6632 3
Team A6633 3,Team B6633 0
Team A6634 4,Team B6634 1
Team A6635 2,Team B6635 6
Team A6636 6,Team B6636 9
Team A6637 0,Team B6637 4
Team A6638 7,Team B6638 1
Team A6639 7,Team B6639 1
Team A6640 4,Team B6640 5
Team A6641 0,Team B6641 3
Team A6642 9,Team B6642 8
Team A6643 0,Team B6643 3
Team A6644 0,Team B6644 4
Team A6645 8,Team B6645 8
Team A6646 2,Team B6646 8
Team A6647 7,Team B6647 5
Team A6648 3,Team B6648 6
Team A6649 5,Team B6649 7
Team A6650 4,Team B6650 8
Team A6651 0,Team B6651 4
Team A6652 4,Team B6652 9
Team A6653 1,Team B6653 9
Team A6654 2,Team B6654 5
Team A6655 4,Team B6655 9
Team A6656 6,Team B6656 7
Team A6657 7,Team B6657 3
Team A6658 1,Team B6658 4
Team A6659 0,Team B6659 2
Team A6660 4,Team B6660 1
Team A6661 2,Team B6661 9
Team A6662 2,Team B6662 4
Team A6663 8,Team B6663 4
Team A6664 4,Team B6664 1
Team A6665 6,Team B6665 8
Team A6666 3,Team B6666 1
Team A6667 5,Team B6667 2
Team A6668 3,Team B6668 8
Team A6669 8,Team B6669 9
Team A6670 4,Team B6670 2
Team A6671 5,Team B6671 3
Team A6672 5,Team B6672 3
Team A6673 4,Team B6673 0
Team A6674 3,Team B6674 5
Team A6675 3,Team B6675 4
Team A6676 6,Team B6676 0
Team A6677 6,Team B6677 1
Team A6678 5,Team B6678 1
Team A6679 2,Team B6679 2
Team A6680 7,Team B6680 2
Team A6681 8,Team B6681 2
Team A6682 3,Team B6682 6
Team A6683 9,Team B6683 6
Team A6684 4,Team B6684 1
Team A6685 9,Team B6685 0
Team A6686 1,Team B6686 5
Team A6687 9,Team B6687 9
Team A6688 2,Team B6688 3
Team A6689 2,Team B6689 1
Team A6690 1,Team B6690 3
Team A6691 9,Team B6691 0
Team A6692 9,Team B6692 0
Team A6693 1,Team B6693 2
Team A6694 5,Team B6694 8
Team A6695 7,Team B6695 9
Team A6696 7,Team B6696 6
Team A6697 7,Team B6697 0
Team A6698 9,Team B6698 2
Team A6699 5,Team B6699 0
Team A6700 4,Team B6700 5
Team A6701 5,Team B6701 1
Team A6702 3,Team B6702 9
Team A6703 6,Team B6703 4
Team A6704 8,Team B6704 7
Team A6705 4,Team B6705 6
Team A6706 3,Team B6706 7
Team A6707 7,Team B6707 6
Team A6708 3,Team B6708 5
Team A6709 0,Team B6709 9
Team A6710 9,Team B6710 8
Team A6711 8,Team B6711 0
Team A6712 1,Team B6712 5
Team A6713 2,Team B6713 7
Team A6714 5,Team B6714 1
Team A6715 9,Team B6715 3
Team A6716 7,Team B6716 4
Team A6717 4,Team B6717 0
Team A6718 7,Team B6718 5
Team A6719 3,Team B6719 3
Team A6720 2,Team B6720 1
Team A6721 3,Team B6721 4
Team A6722 8,Team B6722 3
Team A6723 1,Team B6723 9
Team A6724 2,Team B6724 4
Team A6725 0,Team B6725 6
Team A6726 2,Team B6726 1
Team A6727 0,Team B6727 1
Team A6728 6,Team B6728 5
Team A6729 8,Team B6729 2
Team A6730 8,Team B6730 9
Team A6731 2,Team B6731 6
Team A6732 0,Team B6732 4
Team A6733 2,Team B6733 7
Team A6734 3,Team B6734 5
Team A6735 8,Team B6735 9
Team A6736 0,Team B6736 8
Team A6737 4,Team B6737 6
Team A6738 9,Team B6738 7
Team A6739 2,Team B6739 6
Team A6740 4,Team B6740 7
Team A6741 2,Team B6741 0
Team A6742 0,Team B6742 2
Team A6743 9,Team B6743 0
Team A6744 9,Team B6744 3
Team A6745 3,Team B6745 1
Team A6746 7,Team B6746 9
Team A6747 1,Team B6747 2
Team A6748 0,Team B6748 9
Team A6749 6,Team B6749 7
Team A6750 6,Team B6750 7
Team A6751 1,Team B6751 1
Team A6752 9,Team B6752 5
Team A6753 2,Team B6753 4
Team A6754 9,Team B6754 5
Team A6755 0,Team B6755 3
Team A6756 7,Team B6756 0
Team A6757 1,Team B6757 6
Team A6758 0,Team B6758 6
Team A6759 9,Team B6759 1
Team A6760 4,Team B6760 9
Team A6761 5,Team B6761 7
Team A6762 8,Team B6762 8
Team A6763 1,Team B6763 2
Team A6764 5,Team B6764 9
Team A6765 3,Team B6765 6
Team A6766 9,Team B6766 1
Team A6767 1,Team B6767 7
Team A6768 4,Team B6768 0
Team A6769 4,Team B6769 1
Team A6770 5,Team B6770 0
Team A6771 0,Team B6771 6
Team A6772 4,Team B6772 4
Team A6773 9,Team B6773 8
Team A6774 1,Team B6774 0
Team A6775 7,Team B6775 5
Team A6776 2,Team B6776 8
Team A6777 8,Team B6777 1
Team A6778 2,Team B6778 9
Team A6779 3,Team B6779 3
Team A6780 0,Team B6780 1
Team A6781 9,Team B6781 2
Team A6782 8,Team B6782 4
Team A6783 6,Team B6783 7
Team A6784 9,Team B6784 2
Team A6785 4,Team B6785 2
Team A6786 0,Team B6786 4
Team A6787 2,Team B6787 2
Team A6788 9,Team B6788 4
Team A6789 3,Team B6789 7
Team A6790 2,Team B6790 9
Team A6791 3,Team B6791 0
Team A6792 2,Team B6792 8
Team A6793 3,Team B6793 5
Team A6794 8,Team B6794 6
Team A6795 2,Team B6795 0
Team A6796 7,Team B6796 1
Team A6797 2,Team B6797 3
Team A6798 0,Team B6798 6
Team A6799 6,Team B6799 1
Team A6800 6,Team B6800 8
Team A6801 1,Team B6801 9
Team A6802 1,Team B6802 1
Team A6803 0,Team B6803 3
Team A6804 7,Team B6804 0
Team A6805 1,Team B6805 1
Team A6806 3,Team B6806 8
Team A6807 1,Team B6807 4
Team A6808 7,Team B6808 9
Team A6809 2,Team B6809 3
Team A6810 6,Team B6810 8
Team A6811 7,Team B6811 1
Team A6812 6,Team B6812 7
Team A6813 8,Team B6813 6
Team A6814 9,Team B6814 7
Team A6815 4,Team B6815 0
Team A6816 9,Team B6816 4
Team A6817 1,Team B6817 9
Team A6818 0,Team B6818 9
Team A6819 8,Team B6819 6
Team A6820 5,Team B6820 3
Team A6821 0,Team B6821 7
Team A6822 5,Team B6822 6
Team A6823 2,Team B6823 3
Team A6824 4,Team B6824 2
Team A6825 1,Team B6825 3
Team A6826 2,Team B6826 8
Team A6827 8,Team B6827 2
Team A6828 8,Team B6828 9
Team A6829 8,Team B6829 3
Team A6830 8,Team B6830 6
Team A6831 6,Team B6831 3
Team A6832 8,Team B6832 9
Team A6833 7,Team B6833 6
Team A6834 7,Team B6834 3
Team A6835 8,Team B6835 3
Team A6836 3,Team B6836 8
Team A6837 8,Team B6837 0
Team A6838 2,Team B6838 8
Team A6839 4,Team B6839 3
Team A6840 2,Team B6840 0
Team A6841 5,Team B6841 0
Team A6842 1,Team B6842 0
Team A6843 0,Team B6843 6
Team A6844 4,Team B6844 2
Team A6845 1,Team B6845 3
Team A6846 2,Team B6846 0
Team A6847 1,Team B6847 2
Team A6848 9,Team B6848 1
Team A6849 3,Team B6849 6
Team A6850 4,Team B6850 1
Team A6851 7,Team B6851 7
Team A6852 4,Team B6852 1
Team A6853 1,Team B6853 8
Team A6854 0,Team B6854 4
Team A6855 9,Team B6855 7
Team A6856 9,Team B6856 8
Team A6857 5,Team B6857 3
Team A6858 7,Team B6858 9
Team A6859 8,Team B6859 8
Team A6860 3,Team B6860 0
Team A6861 8,Team B6861 6
Team A6862 7,Team B6862 7
Team A6863 0,Team B6863 3
Team A6864 6,Team B6864 0
Team A6865 8,Team B6865 4
Team A6866 6,Team B6866 3
Team A6867 3,Team B6867 1
Team A6868 5,Team B6868 8
Team A6869 1,Team B6869 0
Team A6870 6,Team B6870 2
Team A6871 3,Team B6871 2
Team A6872 3,Team B6872 4
Team A6873 9,Team B6873 2
Team A6874 7,Team B6874 5
Team A6875 7,Team B6875 6
Team A6876 7,Team B6876 8
Team A6877 3,Team B6877 4
Team A6878 6,Team B6878 9
Team A6879 6,Team B6879 8
Team A6880 2,Team B6880 8
Team A6881 4,Team B6881 0
Team A6882 8,Team B6882 7
Team A6883 9,Team B6883 2
Team A6884 1,Team B6884 1
Team A6885 0,Team B6885 7
Team A6886 7,Team B6886 0
Team A6887 4,Team B6887 5
Team A6888 8,Team B6888 4
Team A6889 7,Team B6889 3
Team A6890 3,Team B6890 2
Team A6891 2,Team B6891 6
Team A6892 5,Team B6892 7
Team A6893 8,Team B6893 4
Team A6894 1,Team B6894 5
Team A6895 2,Team B6895 3
Team A6896 3,Team B6896 4
Team A6897 8,Team B6897 0
Team A6898 4,Team B6898 0
Team A6899 1,Team B6899 8
Team A6900 6,Team B6900 7
Team A6901 6,Team B6901 1
Team A6902 9,Team B6902 3
Team A6903 2,Team B6903 5
Team A6904 0,Team B6904 9
Team A6905 1,Team B6905 8
Team A6906 0,Team B6906 1
Team A6907 4,Team B6907 3
Team A6908 6,Team B6908 4
Team A6909 4,Team B6909 6
Team A6910 6,Team B6910 3
Team A6911 8,Team B6911 1
Team A6912 8,Team B6912 6
Team A6913 6,Team B6913 6
Team A6914 3,Team B6914 2
Team A6915 8,Team B6915 5
Team A6916 3,Team B6916 7
Team A6917 4,Team B6917 6
Team A6918 1,Team B6918 8
Team A6919 9,Team B6919 8
Team A6920 2,Team B6920 0
Team A6921 6,Team B6921 7
Team A6922 6,Team B6922 8
Team A6923 6,Team B6923 8
Team A6924 7,Team B6924 0
Team A6925 5,Team B6925 9
Team A6926 6,Team B6926 1
Team A6927 0,Team B6927 5
Team A6928 6,Team B6928 5
Team A6929 4,Team B6929 5
Team A6930 9,Team B6930 0
Team A6931 8,Team B6931 0
Team A6932 6,Team B6932 7
Team A6933 1,Team B6933 9
Team A6934 8,Team B6934 1
Team A6935 8,Team B6935 8
Team A6936 4,Team B6936 1
Team A6937 8,Team B6937 5
Team A6938 0,Team B6938 5
Team A6939 9,Team B6939 8
Team A6940 2,Team B6940 0
Team A6941 6,Team B6941 0
Team A6942 5,Team B6942 0
Team A6943 0,Team B6943 6
Team A6944 1,Team B6944 0
Team A6945 4,Team B6945 3
Team A6946 1,Team B6946 7
Team A6947 4,Team B6947 8
Team A6948 5,Team B6948 6
Team A6949 7,Team B6949 3
Team A6950 4,Team B6950 7
Team A6951 3,Team B6951 7
Team A6952 6,Team B6952 6
Team A6953 2,Team B6953 5
Team A6954 0,Team B6954 0
Team A6955 6,Team B6955 2
Team A6956 7,Team B6956 7
